GeneID	Symbol	Description	log2(fold change)	-log10(Pvalue)
728715	LOC728715	ovostatin homolog 2	3.268	5.46
107987172	LOC107987172		2.417	4.031
440081	DDX12P	DEAD/H-box helicase 12, pseudogene	2.215	4.267
160365	CLECL1P	C-type lectin like 1, pseudogene	-2.713	3.733
969	CD69	CD69 molecule	-1.898	3.591
51348	KLRF1	killer cell lectin like receptor F1	-2.645	2.697
51267	CLEC1A	C-type lectin domain family 1 member A	-1.895	1.707
64581	CLEC7A	C-type lectin domain containing 7A	-2.003	3.736
4973	OLR1	oxidized low density lipoprotein receptor 1	2.725	3.344
120939	TMEM52B	transmembrane protein 52B	1.77	2.034
8531	YBX3	Y-box binding protein 3	-1.845	4.591
2120	ETV6	ETS variant transcription factor 6	-0.663	2.499
4040	LRP6	LDL receptor related protein 6	1.542	1.807
54682	MANSC1	MANSC domain containing 1	3.214	9.972
503693	LOH12CR2	loss of heterozygosity on chromosome 12, region 2	1.607	1.574
118426	BORCS5	BLOC-1 related complex subunit 5	1.645	5.46
107984485	LOC107984485		1.281	2.896
80824	DUSP16	dual specificity phosphatase 16	1.507	3.897
1389	CREBL2	cAMP responsive element binding protein like 2	-1.391	9.652
50865	HEBP1	heme binding protein 1	-0.932	2.017
93164	HTR7P1	5-hydroxytryptamine receptor 7 pseudogene 1	-1.09	2.878
57613	FAM234B	family with sequence similarity 234 member B	-0.85	1.698
79887	PLBD1	phospholipase B domain containing 1	2.017	16.895
101928317	LOC101928317	uncharacterized LOC101928317	2.106	16.328
101928290	PLBD1-AS1	PLBD1 antisense RNA 1	1.609	6.024
2984	GUCY2C	guanylate cyclase 2C	1.129	2.035
51729	WBP11	WW domain binding protein 11	-0.824	5.849
121506	ERP27	endoplasmic reticulum protein 27	0.893	2.387
397	ARHGDIB	Rho GDP dissociation inhibitor beta	1.091	7.777
5149	PDE6H	phosphodiesterase 6H	3.573	5.88
5800	PTPRO	protein tyrosine phosphatase receptor type O	-2.996	11.799
2059	EPS8	epidermal growth factor receptor pathway substrate 8	-1.552	2.055
4257	MGST1	microsomal glutathione S-transferase 1	0.901	1.519
5965	RECQL	RecQ like helicase	-0.539	1.885
9847	C2CD5	C2 calcium dependent domain containing 5	-0.925	3.845
55500	ETNK1	ethanolamine kinase 1	-0.465	2.069
3709	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	-0.624	1.544
55726	INTS13	integrator complex subunit 13	0.645	1.682
51768	TM7SF3	transmembrane 7 superfamily member 3	0.762	1.506
9412	MED21	mediator complex subunit 21	0.99	2.45
60488	MRPS35	mitochondrial ribosomal protein S35	-0.886	2.342
101928705	LOC101928705		-1.045	1.518
55711	FAR2	fatty acyl-CoA reductase 2	2.266	4.127
100506606	LOC100506606	uncharacterized LOC100506606	1.933	5.241
65981	CAPRIN2	caprin family member 2	-0.814	1.648
1663	DDX11	DEAD/H-box helicase 11	1.176	2.633
160518	DENND5B	DENN domain containing 5B	-2.031	1.983
196394	AMN1	antagonist of mitotic exit network 1 homolog	1.163	3.97
636	BICD1	BICD cargo adaptor 1	-2.055	2.436
5318	PKP2	plakophilin 2	1.791	1.871
84920	ALG10	ALG10 alpha-1,2-glucosyltransferase	0.653	1.329
144402	CPNE8	copine 8	-1.537	9.563
283463	MUC19	mucin 19, oligomeric	2.298	1.492
4753	NELL2	neural EGFL like 2	-5.139	6.579
196527	ANO6	anoctamin 6	-0.466	1.327
400027	LINC00938	long intergenic non-protein coding RNA 938	0.829	2.591
196528	ARID2	AT-rich interaction domain 2	0.572	2.057
81539	SLC38A1	solute carrier family 38 member 1	1.5	2.251
54407	SLC38A2	solute carrier family 38 member 2	0.83	1.994
91523	PCED1B	PC-esterase domain containing 1B	-1.434	1.391
105369748	RPAP3-DT	RPAP3 divergent transcript	-0.886	1.661
55652	SLC48A1	solute carrier family 48 member 1	0.812	4.049
51564	HDAC7	histone deacetylase 7	0.729	1.531
7421	VDR	vitamin D receptor	-0.571	1.396
79022	TMEM106C	transmembrane protein 106C	2.327	3.647
5213	PFKM	phosphofructokinase, muscle	-1.74	5.49
140461	ASB8	ankyrin repeat and SOCS box containing 8	0.634	2.159
54934	KANSL2	KAT8 regulatory NSL complex subunit 2	0.936	2.489
904	CCNT1	cyclin T1	0.844	2.447
23109	DDN	dendrin	2.065	2.617
55716	LMBR1L	limb development membrane protein 1 like	-0.57	1.32
84790	TUBA1C	tubulin alpha 1c	0.592	1.648
101927267	TROAP-AS1	TROAP and PRPH antisense RNA 1	2.827	2.866
10024	TROAP	trophinin associated protein	2.884	1.377
57701	NCKAP5L	NCK associated protein 5 like	-1.056	2.834
105369763	LOC105369763	uncharacterized LOC105369763	5.422	10.449
29127	RACGAP1	Rac GTPase activating protein 1	1.868	3.433
613227	HIGD1C	HIG1 hypoxia inducible domain family member 1C	-1.927	1.416
4891	SLC11A2	solute carrier family 11 member 2	-1.387	7.676
7024	TFCP2	transcription factor CP2	-0.495	1.489
51411	BIN2	bridging integrator 2	0.676	2.603
105369767	LOC105369767	uncharacterized LOC105369767	1.847	5.661
11226	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6	-2.932	25.153
9498	SLC4A8	solute carrier family 4 member 8	-3.728	11.172
6334	SCN8A	sodium voltage-gated channel alpha subunit 8	2.162	1.895
94	ACVRL1	activin A receptor like type 1	-1.714	2.226
692159	TAMALIN-AS1	TAMALIN antisense RNA 1	-1.767	1.822
160622	TAMALIN	trafficking regulator and scaffold protein tamalin	-2.045	2.845
3164	NR4A1	nuclear receptor subfamily 4 group A member 1	-3.929	11.078
107984510	LOC107984510	uncharacterized LOC107984510	-3.28	4.922
60673	ATG101	autophagy related 101	-0.576	1.412
51380	CSAD	cysteine sulfinic acid decarboxylase	0.814	4.389
283337	ZNF740	zinc finger protein 740	-0.699	2.302
3695	ITGB7	integrin subunit beta 7	-2.928	10.562
5916	RARG	retinoic acid receptor gamma	-2.504	13.344
9700	ESPL1	extra spindle pole bodies like 1, separase	2.968	3.592
5204	PFDN5	prefoldin subunit 5	-0.838	3.32
112268097	MYG1-AS1	MYG1 antisense RNA 1	-0.755	2.721
60314	MYG1	MYG1 exonuclease	-0.998	2.847
54458	PRR13	proline rich 13	0.66	3.679
6895	TARBP2	TARBP2 subunit of RISC loading complex	-1.126	2.839
11016	ATF7	activating transcription factor 7	0.433	1.442
517	ATP5MC2	ATP synthase membrane subunit c locus 2	-0.64	2.98
23468	CBX5	chromobox 5	1.103	2.302
4778	NFE2	nuclear factor, erythroid 2	0.897	2.009
53831	GPR84	G protein-coupled receptor 84	1.762	2.276
25946	ZNF385A	zinc finger protein 385A	-2.472	6.532
3071	NCKAP1L	NCK associated protein 1 like	-0.563	5.038
9840	TESPA1	thymocyte expressed, positive selection associated 1	-3.206	4.866
196410	METTL7B	methyltransferase like 7B	2.165	2.277
3679	ITGA7	integrin subunit alpha 7	2.309	5.039
100528022	BLOC1S1-RDH5	BLOC1S1-RDH5 readthrough	0.957	4.401
2647	BLOC1S1	biogenesis of lysosomal organelles complex 1 subunit 1	0.956	4.332
5959	RDH5	retinol dehydrogenase 5	1.342	4.261
967	CD63	CD63 molecule	1.492	5.829
84324	SARNP	SAP domain containing ribonucleoprotein	0.528	1.763
29095	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2	0.445	1.302
1606	DGKA	diacylglycerol kinase alpha	0.723	3.037
1017	CDK2	cyclin dependent kinase 2	1.727	3.072
5869	RAB5B	RAB5B, member RAS oncogene family	1.117	4.019
6821	SUOX	sulfite oxidase	1.026	4.816
5036	PA2G4	proliferation-associated 2G4	-0.478	1.465
6171	RPL41	ribosomal protein L41	-0.613	3.336
23344	ESYT1	extended synaptotagmin 1	-0.805	4.313
140465	MYL6B	myosin light chain 6B	1.238	6.399
4637	MYL6	myosin light chain 6	1.344	9.162
1431	CS	citrate synthase	0.716	2.68
51561	IL23A	interleukin 23 subunit alpha	-2.448	6.279
6773	STAT2	signal transducer and activator of transcription 2	-2.017	7.848
8914	TIMELESS	timeless circadian regulator	1.279	2.107
5939	RBMS2	RNA binding motif single stranded interacting protein 2	-2.068	10.836
506	ATP5F1B	ATP synthase F1 subunit beta	-0.355	1.759
692090	SNORD59B	small nucleolar RNA, C/D box 59B	1.451	2.529
10728	PTGES3	prostaglandin E synthase 3	-1.014	3.28
4666	NACA	nascent polypeptide associated complex subunit alpha	-0.53	1.469
5557	PRIM1	DNA primase subunit 1	1.228	1.699
9880	ZBTB39	zinc finger and BTB domain containing 39	-1.211	4.253
4640	MYO1A	myosin IA	-2.304	3.708
4035	LRP1	LDL receptor related protein 1	-2.549	7.243
105751187	LRP1-AS	LRP1 antisense RNA	-2.657	6.4
246329	STAC3	SH3 and cysteine rich domain 3	-1.14	2.47
2735	GLI1	GLI family zinc finger 1	1.252	3.982
64333	ARHGAP9	Rho GTPase activating protein 9	1.142	3.607
114785	MBD6	methyl-CpG binding domain protein 6	1.179	6.16
10540	DCTN2	dynactin subunit 2	0.583	2.977
79837	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma	1.005	4.096
196403	DTX3	deltex E3 ubiquitin ligase 3	-2.845	2.072
116986	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	1.939	5.364
100130776	AGAP2-AS1	AGAP2 antisense RNA 1	1.923	5.105
4234	METTL1	methyltransferase 1, tRNA methylguanosine	-1.335	1.345
25895	EEF1AKMT3	EEF1A lysine methyltransferase 3	-1.325	1.436
100506844	GIHCG	GIHCG inhibitor of miR-200b/200a/429 expression	2.242	3.713
91419	ATP23	ATP23 metallopeptidase and ATP synthase assembly factor homolog	1.422	3.526
9194	SLC16A7	solute carrier family 16 member 7	-1.409	3.74
338811	TAFA2	TAFA chemokine like family member 2	1.934	2.998
57460	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H	1.149	4.688
144577	KICS2	KICSTOR subunit 2	-0.732	1.573
2799	GNS	glucosamine (N-acetyl)-6-sulfatase	-0.94	3.757
23592	LEMD3	LEM domain containing 3	0.917	3.986
253827	MSRB3	methionine sulfoxide reductase B3	2.388	2.251
100129940	HMGA2-AS1	HMGA2 antisense RNA 1	2.473	3.849
11213	IRAK3	interleukin 1 receptor associated kinase 3	0.712	1.312
92797	HELB	DNA helicase B	-0.877	3.084
8445	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	-1.812	8.147
105369816	LOC105369816	uncharacterized LOC105369816	-3.191	2.216
105369818	LOC105369818	uncharacterized LOC105369818	2.239	2.225
56890	MDM1	Mdm1 nuclear protein	1.204	10.471
100507195	LINC02384	long intergenic non-protein coding RNA 2384	1.029	1.456
55508	SLC35E3	solute carrier family 35 member E3	0.529	1.491
1368	CPM	carboxypeptidase M	-0.627	1.735
11052	CPSF6	cleavage and polyadenylation specific factor 6	0.468	1.646
8089	YEATS4	YEATS domain containing 4	1.45	2.427
117177	RAB3IP	RAB3A interacting protein	1.711	6.608
4848	CNOT2	CCR4-NOT transcription complex subunit 2	-0.364	1.579
55266	TMEM19	transmembrane protein 19	-1.763	8.698
23011	RAB21	RAB21, member RAS oncogene family	0.73	3.862
11010	GLIPR1	GLI pathogenesis related 1	-1.26	3.531
22822	PHLDA1	pleckstrin homology like domain family A member 1	2.031	1.597
4673	NAP1L1	nucleosome assembly protein 1 like 1	-1.075	3.569
105369851	LOC105369851	uncharacterized LOC105369851	2.694	1.355
23390	ZDHHC17	zinc finger DHHC-type palmitoyltransferase 17	1.049	5.329
89795	NAV3	neuron navigator 3	4.204	4.448
4659	PPP1R12A	protein phosphatase 1 regulatory subunit 12A	0.882	5.219
105369865	PPP1R12A-AS1	PPP1R12A antisense RNA 1	1.584	1.433
8825	LIN7A	lin-7 homolog A, crumbs cell polarity complex component	2.458	8.791
105369869	LOC105369869		2.361	9.287
91298	C12orf29	chromosome 12 open reading frame 29	2.391	3.862
490	ATP2B1	ATPase plasma membrane Ca2+ transporting 1	-1.439	4.48
338758	ATP2B1-AS1	ATP2B1 antisense RNA 1	-1.986	2.295
256021	LINC01619	long intergenic non-protein coding RNA 1619	0.717	1.408
101928617	BTG1-DT	BTG1 divergent transcript	-3.046	2.016
643339	LOC643339	uncharacterized LOC643339	2.148	1.573
11163	NUDT4	nudix hydrolase 4	1.287	3.59
8738	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain	1.018	3.721
55785	FGD6	FYVE, RhoGEF and PH domain containing 6	-3.045	6.709
112268099	LOC112268099		-3.31	4.035
55591	VEZT	vezatin, adherens junctions transmembrane protein	-0.613	2.034
3034	HAL	histidine ammonia-lyase	1.017	3.041
102723340	LOC102723340	uncharacterized LOC102723340	1.41	7.809
4048	LTA4H	leukotriene A4 hydrolase	1.283	7.371
2004	ELK3	ETS transcription factor ELK3	-1.403	4.931
121441	NEDD1	NEDD1 gamma-tubulin ring complex targeting factor	1.293	2.485
121456	SLC9A7P1	solute carrier family 9 member 7 pseudogene 1	-2.989	11.24
317	APAF1	apoptotic peptidase activating factor 1	1.24	7.059
56899	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	1.177	5.144
55592	GOLGA2P5	GOLGA2 pseudogene 5	2.165	2.719
56994	CHPT1	choline phosphotransferase 1	1.052	8.311
50511	SYCP3	synaptonemal complex protein 3	1.333	2.939
79158	GNPTAB	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta	-0.747	5.219
55010	PARPBP	PARP1 binding protein	1.819	2.092
5367	PMCH	pro-melanin concentrating hormone	2.154	1.814
55576	STAB2	stabilin 2	2.349	1.702
51559	NT5DC3	5'-nucleotidase domain containing 3	2.566	5.016
7296	TXNRD1	thioredoxin reductase 1	0.851	3.879
50515	CHST11	carbohydrate sulfotransferase 11	-0.976	1.66
121053	NOPCHAP1	NOP protein chaperone 1	-2.09	6.025
55198	APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	1.111	6.401
105369953	LOC105369953		1.224	1.447
10970	CKAP4	cytoskeleton associated protein 4	2.129	22.871
255394	TCP11L2	t-complex 11 like 2	1.546	8.209
90488	TMEM263	transmembrane protein 263	-1.558	1.886
121551	ABTB3	ankyrin repeat and BTB domain containing 3	-1.548	2.288
1240	CMKLR1	chemerin chemokine-like receptor 1	-2.8	3.124
100131733	USP30-AS1	USP30 antisense RNA 1	-2.107	3.399
121642	ALKBH2	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase	-1.888	5
89910	UBE3B	ubiquitin protein ligase E3B	-0.371	1.471
4598	MVK	mevalonate kinase	1.241	1.567
59341	TRPV4	transient receptor potential cation channel subfamily V member 4	-2.487	3.805
9815	GIT2	GIT ArfGAP 2	0.372	1.36
488	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	-0.944	3.272
51434	ANAPC7	anaphase promoting complex subunit 7	0.536	2.37
10094	ARPC3	actin related protein 2/3 complex subunit 3	0.439	2.678
79600	TCTN1	tectonic family member 1	-1.576	2.244
84329	HVCN1	hydrogen voltage gated channel 1	-1.568	3.047
5501	PPP1CC	protein phosphatase 1 catalytic subunit gamma	-0.523	2.69
144717	PHETA1	PH domain containing endocytic trafficking adaptor 1	-2.54	8.874
10019	SH2B3	SH2B adaptor protein 3	-1.626	9.735
8315	BRAP	BRCA1 associated protein	0.682	1.82
8550	MAPKAPK5	MAPK activated protein kinase 5	-0.589	3.597
80018	NAA25	N-alpha-acetyltransferase 25, NatB auxiliary subunit	-0.724	2.182
4938	OAS1	2'-5'-oligoadenylate synthetase 1	-3.355	7.502
4940	OAS3	2'-5'-oligoadenylate synthetase 3	-3.56	2.257
4939	OAS2	2'-5'-oligoadenylate synthetase 2	-3.783	5.161
387885	CFAP73	cilia and flagella associated protein 73	-0.902	2.357
79039	DDX54	DEAD-box helicase 54	-1.003	4.251
115811	IQCD	IQ motif containing D	-2.327	2.162
53373	TPCN1	two pore segment channel 1	-3.095	7.26
80024	SLC8B1	solute carrier family 8 member B1	0.689	3.26
196463	PLBD2	phospholipase B domain containing 2	-2.179	14.701
10993	SDS	serine dehydratase	-2.322	1.343
113675	SDSL	serine dehydratase like	-4.124	9.13
643246	MAP1LC3B2	microtubule associated protein 1 light chain 3 beta 2	0.809	1.515
26259	FBXW8	F-box and WD repeat domain containing 8	-0.575	1.62
54997	TESC	tescalcin	1.523	6.825
23014	FBXO21	F-box protein 21	-1.127	5.53
5985	RFC5	replication factor C subunit 5	1.199	2.295
55884	WSB2	WD repeat and SOCS box containing 2	0.641	1.825
54621	VSIG10	V-set and immunoglobulin domain containing 10	1.38	1.329
5037	PEBP1	phosphatidylethanolamine binding protein 1	-0.841	2.051
5564	PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1	0.719	3.365
11113	CIT	citron rho-interacting serine/threonine kinase	2.886	1.399
92558	BICDL1	BICD family like cargo adaptor 1	-1.547	1.495
10985	GCN1	GCN1 activator of EIF2AK4	-0.346	1.321
23409	SIRT4	sirtuin 4	1.761	1.822
8683	SRSF9	serine and arginine rich splicing factor 9	0.383	2.367
9921	RNF10	ring finger protein 10	1.125	5.219
121665	SPPL3	signal peptide peptidase like 3	-0.433	1.468
8638	OASL	2'-5'-oligoadenylate synthetase like	-2.609	2.342
5027	P2RX7	purinergic receptor P2X 7	-2.409	6.141
5025	P2RX4	purinergic receptor P2X 4	-0.761	3.43
10645	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2	0.749	8.666
80196	RNF34	ring finger protein 34	0.474	1.648
84678	KDM2B	lysine demethylase 2B	-1.177	6.689
144404	TMEM120B	transmembrane protein 120B	0.627	1.851
54509	RHOF	ras homolog family member F, filopodia associated	0.694	2.543
107984442	LOC107984442		1.74	2.332
338799	LINC01089	long intergenic non-protein coding RNA 1089	0.677	1.611
3242	HPD	4-hydroxyphenylpyruvate dioxygenase	2.49	2.768
5715	PSMD9	proteasome 26S subunit, non-ATPase 9	0.655	3.963
605	BCL7A	BAF chromatin remodeling complex subunit BCL7A	-2.634	4.775
22877	MLXIP	MLX interacting protein	-0.68	1.563
55596	ZCCHC8	zinc finger CCHC-type containing 8	1.3	2.78
65117	RSRC2	arginine and serine rich coiled-coil 2	0.942	1.989
9735	KNTC1	kinetochore associated 1	1.764	2.763
9026	HIP1R	huntingtin interacting protein 1 related	1.932	3.145
57605	PITPNM2	phosphatidylinositol transfer protein membrane associated 2	-1.749	3.234
10198	MPHOSPH9	M-phase phosphoprotein 9	0.899	1.782
55206	SBNO1	strawberry notch homolog 1	0.774	3.473
112268105	SBNO1-AS1	SBNO1 antisense RNA 1	1.573	1.992
387893	KMT5A	lysine methyltransferase 5A	1.024	6.784
11066	SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35	0.7	3.245
353116	RILPL1	Rab interacting lysosomal protein like 1	2.565	9.924
101927415	TMED2-DT	TMED2 divergent transcript	1.196	1.434
79867	TCTN2	tectonic family member 2	-1.37	1.486
196385	DNAH10	dynein axonemal heavy chain 10	3.045	3.868
80212	CCDC92	coiled-coil domain containing 92	-1.141	2.191
144348	ZNF664	zinc finger protein 664	-0.956	3.003
9612	NCOR2	nuclear receptor corepressor 2	-1.631	13.274
105370047	LOC105370047	uncharacterized LOC105370047	-1.449	1.327
949	SCARB1	scavenger receptor class B member 1	-2.732	12.642
121260	SLC15A4	solute carrier family 15 member 4	1.202	3.338
100128276	LOC100128276	uncharacterized LOC100128276	1.261	2.083
144423	GLT1D1	glycosyltransferase 1 domain containing 1	1.056	3.194
2054	STX2	syntaxin 2	-0.637	1.789
283383	ADGRD1	adhesion G protein-coupled receptor D1	-3.698	12.25
4326	MMP17	matrix metallopeptidase 17	-1.878	3.385
8408	ULK1	unc-51 like autophagy activating kinase 1	1.122	3.322
80324	PUS1	pseudouridine synthase 1	-0.817	2.48
100996246	LINC02361	long intergenic non-protein coding RNA 2361	-1.398	1.432
100129528	MUC8	mucin 8	-2.171	2.819
57666	FBRSL1	fibrosin like 1	-0.57	1.4
5426	POLE	DNA polymerase epsilon, catalytic subunit	2.05	4.749
5827	PXMP2	peroxisomal membrane protein 2	2.003	3.106
192111	PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase	-0.532	1.667
23141	ANKLE2	ankyrin repeat and LEM domain containing 2	0.401	1.947
9205	ZMYM5	zinc finger MYM-type containing 5	0.75	1.878
10804	GJB6	gap junction protein beta 6	5.378	10.197
51084	CRYL1	crystallin lambda 1	-1.628	5.381
64328	XPO4	exportin 4	-0.606	2.069
221150	SKA3	spindle and kinetochore associated complex subunit 3	3.194	3.351
100652865	LINC00539	long intergenic non-protein coding RNA 539	1.923	1.669
2871	GRK6P1	G protein-coupled receptor kinase 6 pseudogene 1	1.526	1.65
55504	TNFRSF19	TNF receptor superfamily member 19	2.279	1.452
55835	CENPJ	centromere protein J	1.228	2.24
5042	PABPC3	poly(A) binding protein cytoplasmic 3	-0.649	1.309
1024	CDK8	cyclin dependent kinase 8	-0.593	1.392
219402	MTIF3	mitochondrial translational initiation factor 3	0.376	1.301
283537	SLC46A3	solute carrier family 46 member 3	-1.502	7.697
84056	KATNAL1	katanin catalytic subunit A1 like 1	1.383	2.223
3146	HMGB1	high mobility group box 1	0.849	4.147
241	ALOX5AP	arachidonate 5-lipoxygenase activating protein	3.161	6.913
100874158	LINC00398	long intergenic non-protein coding RNA 398	3.909	4.657
10808	HSPH1	heat shock protein family H (Hsp110) member 1	-1.425	4.2
145173	B3GLCT	beta 3-glucosyltransferase	1.188	1.704
675	BRCA2	BRCA2 DNA repair associated	1.571	1.625
90634	N4BP2L1	NEDD4 binding protein 2 like 1	-1.302	5.008
26960	NBEA	neurobeachin	-1.673	1.596
8900	CCNA1	cyclin A1	3.643	3.834
122011	CSNK1A1L	casein kinase 1 alpha 1 like	3.156	3.409
105377814	LOC105377814	uncharacterized LOC105377814	3.431	2.46
10166	SLC25A15	solute carrier family 25 member 15	-1.327	2.575
11193	WBP4	WW domain binding protein 4	1.165	5.221
89890	KBTBD6	kelch repeat and BTB domain containing 6	3.893	7.239
101929140	LOC101929140	uncharacterized LOC101929140	2.344	2.853
84078	KBTBD7	kelch repeat and BTB domain containing 7	2.618	4.065
9617	MTRF1	mitochondrial translation release factor 1	0.949	2.844
79612	NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit	0.894	1.487
28984	RGCC	regulator of cell cycle	1.802	2.165
11215	AKAP11	A-kinase anchoring protein 11	-0.9	3.944
94240	EPSTI1	epithelial stromal interaction 1	-2.943	2.871
144811	LACC1	laccase domain containing 1	-0.569	1.963
8848	TSC22D1	TSC22 domain family member 1	-1.481	3.404
641467	TSC22D1-AS1	TSC22D1 antisense RNA 1	-1.331	1.639
100190939	TPT1-AS1	TPT1 antisense RNA 1	0.985	3.825
23091	ZC3H13	zinc finger CCCH-type containing 13	-0.521	1.317
220416	LRRC63	leucine rich repeat containing 63	1.637	1.567
5925	RB1	RB transcriptional corepressor 1	-0.775	2.552
10161	LPAR6	lysophosphatidic acid receptor 6	-2.719	10.723
1102	RCBTB2	RCC1 and BTB domain containing protein 2	-1.555	7.483
57105	CYSLTR2	cysteinyl leukotriene receptor 2	-3.352	5.817
2862	MLNR	motilin receptor	2.886	1.752
105370203	LOC105370203	uncharacterized LOC105370203	2.66	5.023
81602	CDADC1	cytidine and dCMP deaminase domain containing 1	2.116	8.631
107303344	SETDB2-PHF11	SETDB2-PHF11 readthrough	-0.75	1.331
51131	PHF11	PHD finger protein 11	-0.817	1.492
84650	EBPL	EBP like	1.019	3.213
3839	KPNA3	karyopherin subunit alpha 3	-0.394	1.486
8847	DLEU2	deleted in lymphocytic leukemia 2	0.477	1.313
10206	TRIM13	tripartite motif containing 13	1.072	2.796
220107	DLEU7	deleted in lymphocytic leukemia 7	-0.903	1.431
26512	INTS6	integrator complex subunit 6	0.777	2.415
100507398	INTS6-AS1	INTS6 antisense RNA 1	1.449	3.088
4752	NEK3	NIMA related kinase 3	-0.702	1.317
26586	CKAP2	cytoskeleton associated protein 2	1.164	2.408
10562	OLFM4	olfactomedin 4	3.645	1.411
81624	DIAPH3	diaphanous related formin 3	2.772	2.393
81550	TDRD3	tudor domain containing 3	-0.821	2.698
5101	PCDH9	protocadherin 9	-2.033	1.633
1602	DACH1	dachshund family transcription factor 1	3.241	6.044
688	KLF5	KLF transcription factor 5	3.911	5.88
11278	KLF12	KLF transcription factor 12	-4.966	17.869
9882	TBC1D4	TBC1 domain family member 4	-3.673	12.047
170622	COMMD6	COMM domain containing 6	0.486	1.315
4008	LMO7	LIM domain 7	-1.076	1.961
115207	KCTD12	potassium channel tetramerization domain containing 12	-1.936	12.512
26224	FBXL3	F-box and leucine rich repeat protein 3	1.103	2.801
23077	MYCBP2	MYC binding protein 2	-0.824	4.933
100874212	MYCBP2-AS1	MYCBP2 antisense RNA 1	-0.866	2.192
122060	SLAIN1	SLAIN motif family member 1	1.746	3.539
10253	SPRY2	sprouty RTK signaling antagonist 2	2.592	3.511
407975	MIR17HG	miR-17-92a-1 cluster host gene	1.4	1.454
100289274	DNAJC3-DT	DNAJC3 divergent transcript	2.297	5.332
5611	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3	0.768	5.395
10150	MBNL2	muscleblind like splicing regulator 2	-2.684	6.485
101927385	LOC101927385	uncharacterized LOC101927385	-2.086	1.561
5911	RAP2A	RAP2A, member of RAS oncogene family	-1.622	14.386
10160	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	-0.499	2.719
8428	STK24	serine/threonine kinase 24	-0.569	3.766
337867	UBAC2	UBA domain containing 2	-1.075	6.232
2841	GPR18	G protein-coupled receptor 18	-1.485	1.634
9375	TM9SF2	transmembrane 9 superfamily member 2	0.331	1.359
5095	PCCA	propionyl-CoA carboxylase subunit alpha	-3.045	8.698
87769	GGACT	gamma-glutamylamine cyclotransferase	-2.028	5.633
84899	TMTC4	transmembrane O-mannosyltransferase targeting cadherins 4	-1.303	5.823
93081	TEX30	testis expressed 30	1.062	2.016
55082	ARGLU1	arginine and glutamate rich 1	0.528	1.761
84945	ABHD13	abhydrolase domain containing 13	0.58	1.428
10673	TNFSF13B	TNF superfamily member 13b	-1.754	4.29
8660	IRS2	insulin receptor substrate 2	1.641	8.737
55647	RAB20	RAB20, member RAS oncogene family	-1.597	3.175
55739	NAXD	NAD(P)HX dehydratase	-1.575	6.353
3621	ING1	inhibitor of growth family member 1	-0.566	1.46
55795	PCID2	PCI domain containing 2	-0.481	1.588
55002	TMCO3	transmembrane and coiled-coil domains 3	0.951	3.484
7027	TFDP1	transcription factor Dp-1	1.49	7.711
6011	GRK1	G protein-coupled receptor kinase 1	3.399	2.775
650669	GAS6-AS1	GAS6 antisense RNA 1	-1.781	3.068
2621	GAS6	growth arrest specific 6	-1.536	3.001
105377806	LOC105377806		-2.633	5.257
100507747	C13orf46	chromosome 13 open reading frame 46	-2.232	3.696
22821	RASA3	RAS p21 protein activator 3	-0.88	3.119
107984593	LOC107984593		-2.276	2.488
8881	CDC16	cell division cycle 16	-0.589	1.367
91875	TTC5	tetratricopeptide repeat domain 5	-0.549	1.541
10038	PARP2	poly(ADP-ribose) polymerase 2	0.733	1.507
7011	TEP1	telomerase associated protein 1	-1.022	3.965
90809	PIP4P1	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1	0.929	2.768
283	ANG	angiogenin	-1.231	1.331
6039	RNASE6	ribonuclease A family member k6	-2.399	12.853
643332	RNASE2CP	ribonuclease A family member 2C, pseudogene	1.993	3.522
6036	RNASE2	ribonuclease A family member 2	2.44	3.159
57447	NDRG2	NDRG family member 2	-3.573	7.189
55701	ARHGEF40	Rho guanine nucleotide exchange factor 40	-1.516	2.938
57096	RPGRIP1	RPGR interacting protein 1	-1.702	3.153
84932	RAB2B	RAB2B, member RAS oncogene family	0.661	2.173
